DATAFLOW,LAST UPDATE,freq,isced11,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2009,3.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2010,4.5,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2011,4.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2012,3.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2013,4.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2014,4.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2015,4.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2016,3.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2017,4.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2018,4.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2019,3.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2020,4.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2021,4.7,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2022,3.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH04:Zürich,2023,3.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2001,1.6,u,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2002,2.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2003,3.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2004,3.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2005,3.8,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2006,3.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2007,2.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2008,2.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2009,3.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2010,3.9,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2011,3.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2012,3.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2013,3.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2014,3.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2015,4.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2016,4.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2017,3.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2018,3.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2019,3.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2020,3.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2021,4.1,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2022,3.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH05:Ostschweiz,2023,2.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2001,2.1,u,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2002,1.7,u,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2003,3.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2004,3.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2005,2.7,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2006,2.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2007,2.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2008,2.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2009,2.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2010,3.1,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2011,2.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2012,2.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2013,2.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2014,3.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2015,3.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2016,3.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2017,3.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2018,2.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2019,2.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2020,2.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2021,3.2,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2022,2.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH06:Zentralschweiz,2023,2.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2001,2.8,u,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2002,3.1,u,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2003,4.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2004,5.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2005,5.8,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2006,5.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2007,5.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2008,4.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2009,5.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2010,5.7,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2011,5.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2012,7.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2013,7.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2014,7.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2015,7.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2016,6.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2017,5.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2018,6.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2019,6.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2020,6.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2021,7.9,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2022,6.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CH07:Ticino,2023,6.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,1999,,u,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2000,4.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2001,3.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2002,3.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2003,4.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2004,4.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2005,5.2,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2006,4.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2007,3.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2008,3.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2009,5.4,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2010,6.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2011,7.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2012,11.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2013,15.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2014,16.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2015,14.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2016,12.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2017,11.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2018,8.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2019,7.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2020,7.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2021,7.2,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2022,6.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CY00:Kýpros,2023,5.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,1999,3.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2000,3.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2001,3.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2002,3.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2003,4.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2004,3.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2005,3.5,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2006,2.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2007,2.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2008,1.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2009,3.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2010,3.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2011,3.5,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2012,3.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2013,3.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2014,2.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2015,2.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2016,2.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2017,1.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,CZ01:Praha,2018,1.3,,
