DATAFLOW,LAST UPDATE,freq,sector,currency,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2008,4277.3,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2009,3673.1,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2010,3765,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2011,4023.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2012,3873.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2013,3670.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2014,3499.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2015,3618.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2016,3730.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2017,3807,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2018,4326.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2019,4371.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2020,4238.8,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2021,5187.7,b,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Provincia Autonoma di Trento,2022,5490.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,1995,15991.79,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,1996,18108.71,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,1997,18784.39,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,1998,19989.07,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,1999,21220.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2000,23071.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2001,25088.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2002,27961.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2003,27329.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2004,29118.8,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2005,30434.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2006,31615.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2007,32443.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2008,32462.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2009,29861.8,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2010,31158.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2011,31360.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2012,27281.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2013,26084.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2014,25337.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2015,26270.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2016,27879,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2017,29672.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2018,32158.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2019,32913.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2020,29502.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2021,35817.7,b,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Veneto,2022,41049.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,1995,3843.74,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,1996,4345.88,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,1997,4645.62,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,1998,4797.93,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,1999,5108,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2000,5753.3,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2001,6682,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2002,6618,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2003,6718.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2004,6822.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2005,7365,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2006,7685.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2007,7727.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2008,8168.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2009,8033.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2010,7499.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2011,7818.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2012,7383,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2013,6445.3,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2014,6253.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2015,6489.1,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2016,6806.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2017,7219.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2018,7436.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2019,7504.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2020,6892.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2021,8459.1,b,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Friuli-Venezia Giulia,2022,9228.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,1995,16500.28,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,1996,18798.53,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,1997,19727.48,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,1998,21407.06,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,1999,23449,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2000,24362.1,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2001,25374.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2002,29522.3,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2003,29553.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2004,30667.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2005,31201.1,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2006,33549.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2007,34219.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2008,35996.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2009,30331.1,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2010,30197.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2011,28341.3,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2012,26844.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2013,26277.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2014,25653.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2015,26081.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2016,27832.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2017,30082.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2018,31292.1,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2019,31055.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2020,29087.3,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2021,37526.2,b,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Emilia-Romagna,2022,40761.8,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,1995,11159.89,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,1996,12924.76,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,1997,13597.12,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,1998,14587.14,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,1999,14642.3,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2000,16000,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2001,16568,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2002,17700.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2003,19517.8,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2004,19963.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2005,19269.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2006,21462.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2007,22787.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2008,21041.1,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2009,18850.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2010,20314.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2011,20171.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2012,18065.3,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2013,17293.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2014,17737,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2015,17562.3,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2016,18213,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2017,18774.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2018,19488.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2019,19624.1,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2020,18013.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2021,23547.4,b,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Toscana,2022,26231.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,1995,2849.49,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,1996,3369.32,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,1997,3507.92,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,1998,3627.28,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,1999,3825.1,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2000,4147.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2001,4038.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2002,4800.3,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2003,4360.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2004,4080.8,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2005,4401.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2006,4750.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2007,5204.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2008,6227.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2009,4821.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2010,5208.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2011,4742.3,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2012,4167,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2013,3935.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2014,3484.3,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2015,3522.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2016,3765.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2017,3909.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2018,4253,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2019,4101.1,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2020,3841.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2021,5035.6,b,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Umbria,2022,5522.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,1995,3918.09,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,1996,4529.43,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,1997,4636.88,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,1998,5046.28,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,1999,5491,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2000,5910.1,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2001,6704.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2002,6509.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2003,6700.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2004,7186.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2005,7071.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2006,7728.8,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2007,7906.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2008,7726.6,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2009,6693,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2010,7247.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2011,7304.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2012,6282,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2013,5917.4,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2014,5845,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2015,5798.1,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2016,6181.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2017,6452.2,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Marche,2018,6755.6,,
