"VARIABLE","VERSIONS","LEVEL","NUTSCODE","YEAR","SEX","AGE","ISCED11","UNIT","VALUE"
"RPDTN",2021,2,"NL22",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",21.5
"RPDTN",2021,2,"NL23",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20.9
"RPDTN",2021,2,"NL31",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.5
"RPDTN",2021,2,"NL32",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",17.9
"RPDTN",2021,2,"NL33",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",21
"RPDTN",2021,2,"NL34",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",23.9
"RPDTN",2021,2,"NL41",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20.9
"RPDTN",2021,2,"NL42",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",25.3
"RPDTN",2021,2,"NO02",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20.3
"RPDTN",2021,2,"NO06",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.5
"RPDTN",2021,2,"NO07",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",19.5
"RPDTN",2021,2,"NO08",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16.1
"RPDTN",2021,2,"NO09",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",18.3
"RPDTN",2021,2,"NO0A",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.7
"RPDTN",2021,2,"PL21",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",5.9
"RPDTN",2021,2,"PL22",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",4.9
"RPDTN",2021,2,"PL41",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",7
"RPDTN",2021,2,"PL42",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",10.5
"RPDTN",2021,2,"PL43",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",9.4
"RPDTN",2021,2,"PL51",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",7.2
"RPDTN",2021,2,"PL52",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",6.3
"RPDTN",2021,2,"PL61",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",9.9
"RPDTN",2021,2,"PL62",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",14.3
"RPDTN",2021,2,"PL63",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",6.8
"RPDTN",2021,2,"PL71",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",8.1
"RPDTN",2021,2,"PL72",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",7.8
"RPDTN",2021,2,"PL81",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",8.8
"RPDTN",2021,2,"PL82",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",6.6
"RPDTN",2021,2,"PL84",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",9.1
"RPDTN",2021,2,"PL91",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",3.2
"RPDTN",2021,2,"PL92",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",9.1
"RPDTN",2021,2,"PT11",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",53.5
"RPDTN",2021,2,"PT15",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",49.4
"RPDTN",2021,2,"PT16",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",50
"RPDTN",2021,2,"PT17",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",34.8
"RPDTN",2021,2,"PT18",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",51.4
"RPDTN",2021,2,"PT20",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",67.1
"RPDTN",2021,2,"PT30",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",57.1
"RPDTN",2021,2,"RO11",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20
"RPDTN",2021,2,"RO12",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20.9
"RPDTN",2021,2,"RO21",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",29.3
"RPDTN",2021,2,"RO22",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",25.6
"RPDTN",2021,2,"RO31",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",22.7
"RPDTN",2021,2,"RO32",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",10.5
"RPDTN",2021,2,"RO41",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20.2
"RPDTN",2021,2,"RO42",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16
"RPDTN",2021,2,"RS11",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",7.8
"RPDTN",2021,2,"RS12",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20.5
"RPDTN",2021,2,"RS21",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",23.4
"RPDTN",2021,2,"RS22",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",22.6
"RPDTN",2021,2,"SE11",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",12.2
"RPDTN",2021,2,"SE12",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",14.9
"RPDTN",2021,2,"SE21",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.8
"RPDTN",2021,2,"SE22",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.3
"RPDTN",2021,2,"SE23",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",13.3
"RPDTN",2021,2,"SE31",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",17.4
"RPDTN",2021,2,"SE32",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",12.5
"RPDTN",2021,2,"SE33",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",9.2
"RPDTN",2021,2,"SI03",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",12.5
"RPDTN",2021,2,"SI04",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",9.7
"RPDTN",2021,2,"SK01",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",4
"RPDTN",2021,2,"SK02",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",7.4
"RPDTN",2021,2,"SK03",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",8.4
"RPDTN",2021,2,"SK04",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",12.2
"RPDTN",2021,2,"TR10",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",55.6
"RPDTN",2021,2,"TR21",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",59
"RPDTN",2021,2,"TR22",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",59.9
"RPDTN",2021,2,"TR31",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",55.6
"RPDTN",2021,2,"TR32",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",61.5
"RPDTN",2021,2,"TR33",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",67.4
"RPDTN",2021,2,"TR41",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",56.5
"RPDTN",2021,2,"TR42",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",59.9
"RPDTN",2021,2,"TR51",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",46.2
"RPDTN",2021,2,"TR52",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",70.5
"RPDTN",2021,2,"TR61",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",56.4
"RPDTN",2021,2,"TR62",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",62.5
"RPDTN",2021,2,"TR63",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",68.8
"RPDTN",2021,2,"TR71",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",66.8
"RPDTN",2021,2,"TR72",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",64.5
"RPDTN",2021,2,"TR81",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",63.9
"RPDTN",2021,2,"TR82",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",65.9
"RPDTN",2021,2,"TR83",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",68.4
"RPDTN",2021,2,"TR90",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",62.4
"RPDTN",2021,2,"TRA1",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",61
"RPDTN",2021,2,"TRA2",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",79
"RPDTN",2021,2,"TRB1",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",62
"RPDTN",2021,2,"TRB2",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",74.4
"RPDTN",2021,2,"TRC1",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",72
"RPDTN",2021,2,"TRC2",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",78.4
"RPDTN",2021,2,"TRC3",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",74.2
"RPDTN",2021,2,"UKC1",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",24.6
"RPDTN",2021,2,"UKC2",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",23.3
"RPDTN",2021,2,"UKD1",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",18.1
"RPDTN",2021,2,"UKD3",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20.5
"RPDTN",2021,2,"UKD4",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",21.3
"RPDTN",2021,2,"UKD6",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16.5
"RPDTN",2021,2,"UKD7",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20.8
"RPDTN",2021,2,"UKE1",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",26.3
"RPDTN",2021,2,"UKE2",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",18.4
"RPDTN",2021,2,"UKE3",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",19.5
"RPDTN",2021,2,"UKE4",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",24.6
"RPDTN",2021,2,"UKF1",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",19.2
"RPDTN",2021,2,"UKF2",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",19.6
"RPDTN",2021,2,"UKF3",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",18.7
"RPDTN",2021,2,"UKG1",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",17.9
"RPDTN",2021,2,"UKG2",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",18.2
"RPDTN",2021,2,"UKG3",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",26.6
"RPDTN",2021,2,"UKH1",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20.1
"RPDTN",2021,2,"UKH2",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16.2
"RPDTN",2021,2,"UKH3",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",23.5
"RPDTN",2021,2,"UKI3",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",9.3
"RPDTN",2021,2,"UKI4",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",13.4
"RPDTN",2021,2,"UKI5",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",17.7
"RPDTN",2021,2,"UKI6",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",14
"RPDTN",2021,2,"UKI7",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",12.7
"RPDTN",2021,2,"UKJ1",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",13.6
"RPDTN",2021,2,"UKJ2",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",14.6
"RPDTN",2021,2,"UKJ3",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16.3
"RPDTN",2021,2,"UKJ4",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20.2
"RPDTN",2021,2,"UKK1",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",17.8
"RPDTN",2021,2,"UKK2",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",18.5
"RPDTN",2021,2,"UKK3",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16.9
"RPDTN",2021,2,"UKK4",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16.6
"RPDTN",2021,2,"UKL1",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",21.6
"RPDTN",2021,2,"UKL2",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",19.3
"RPDTN",2021,2,"UKM5",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",13.6
"RPDTN",2021,2,"UKM6",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16.9
"RPDTN",2021,2,"UKM7",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",17.2
"RPDTN",2021,2,"UKM8",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",23.8
"RPDTN",2021,2,"UKM9",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",21.3
"RPDTN",2021,2,"UKN0",2019,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",23.8
"RPDTN",2021,2,"AT11",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",13.2
"RPDTN",2021,2,"AT12",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",12.9
"RPDTN",2021,2,"AT13",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16.7
"RPDTN",2021,2,"AT21",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",10
"RPDTN",2021,2,"AT22",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",14.1
"RPDTN",2021,2,"AT31",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",14.1
"RPDTN",2021,2,"AT32",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",12
"RPDTN",2021,2,"AT33",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.8
"RPDTN",2021,2,"AT34",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",17.8
"RPDTN",2021,2,"BE10",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",26.9
"RPDTN",2021,2,"BE21",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20.7
"RPDTN",2021,2,"BE22",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",19.6
"RPDTN",2021,2,"BE23",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16.5
"RPDTN",2021,2,"BE24",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",12.2
"RPDTN",2021,2,"BE25",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",18.5
"RPDTN",2021,2,"BE31",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",11.4
"RPDTN",2021,2,"BE32",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",27.5
"RPDTN",2021,2,"BE33",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",22.4
"RPDTN",2021,2,"BE34",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",19.5
"RPDTN",2021,2,"BE35",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",19.7
"RPDTN",2021,2,"BG31",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20.3
"RPDTN",2021,2,"BG32",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16.6
"RPDTN",2021,2,"BG33",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",21.4
"RPDTN",2021,2,"BG34",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",21.6
"RPDTN",2021,2,"BG41",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",7.6
"RPDTN",2021,2,"BG42",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",22.5
"RPDTN",2021,2,"CH01",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.2
"RPDTN",2021,2,"CH02",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",11.2
"RPDTN",2021,2,"CH03",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",9.4
"RPDTN",2021,2,"CH04",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",7.9
"RPDTN",2021,2,"CH05",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",9.8
"RPDTN",2021,2,"CH06",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",8.6
"RPDTN",2021,2,"CH07",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",12.9
"RPDTN",2021,2,"CY00",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",17
"RPDTN",2021,2,"CZ01",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",2.3
"RPDTN",2021,2,"CZ02",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",4.9
"RPDTN",2021,2,"CZ03",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",6.2
"RPDTN",2021,2,"CZ04",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",13
"RPDTN",2021,2,"CZ05",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",5.8
"RPDTN",2021,2,"CZ06",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",4.8
"RPDTN",2021,2,"CZ07",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",5.9
"RPDTN",2021,2,"CZ08",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",6.3
"RPDTN",2021,2,"DE11",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.4
"RPDTN",2021,2,"DE12",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",14.8
"RPDTN",2021,2,"DE13",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",14.5
"RPDTN",2021,2,"DE14",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16
"RPDTN",2021,2,"DE21",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",10.4
"RPDTN",2021,2,"DE22",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",12
"RPDTN",2021,2,"DE23",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",11
"RPDTN",2021,2,"DE24",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",10.1
"RPDTN",2021,2,"DE25",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",14.4
"RPDTN",2021,2,"DE26",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",9.2
"RPDTN",2021,2,"DE27",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",12.6
"RPDTN",2021,2,"DE30",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",12.9
"RPDTN",2021,2,"DE40",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",8
"RPDTN",2021,2,"DE50",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20
"RPDTN",2021,2,"DE60",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.6
"RPDTN",2021,2,"DE71",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",17.8
"RPDTN",2021,2,"DE72",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16.6
"RPDTN",2021,2,"DE73",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.7
"RPDTN",2021,2,"DE80",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",8.2
"RPDTN",2021,2,"DE91",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16.4
"RPDTN",2021,2,"DE92",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",18.6
"RPDTN",2021,2,"DE93",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.2
"RPDTN",2021,2,"DE94",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.6
"RPDTN",2021,2,"DEA1",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",19.2
"RPDTN",2021,2,"DEA2",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",17.7
"RPDTN",2021,2,"DEA3",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.1
"RPDTN",2021,2,"DEA4",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",19.6
"RPDTN",2021,2,"DEA5",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",20.6
"RPDTN",2021,2,"DEB1",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",17
"RPDTN",2021,2,"DEB2",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",14
"RPDTN",2021,2,"DEB3",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",15.5
"RPDTN",2021,2,"DEC0",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",16.1
"RPDTN",2021,2,"DED2",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",4.9
"RPDTN",2021,2,"DED4",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",5.5
"RPDTN",2021,2,"DED5",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",7.3
"RPDTN",2021,2,"DEE0",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",8.6
"RPDTN",2021,2,"DEF0",2020,"Total","From 25 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percent",12.6
